title,org,tender_description,opening_date,n_bids_declared,bid_number,bidder_name,currency,bid_amount,category,created_date,pdf_url,detail_url
Removal And Replacement Of Fence At Palais De Justice,SEYCHELLES INFRASTRUCTURE AGENCY,REMOVAL AND REPLACEMENT OF FENCE AT PALAIS DE JUSTICE,06TH AUGUST 2025 AT: 10:00 HRS,6,3.0,DIVY CONSTRUCTION,SR,1064900.0,Infrastructure,08 August 2025.,https://www.ntb.sc/media/tender-files/REMOVAL__REPLACEMENT_OF_FENCE_PALAIS_JUSTICE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/removal-and-replacement-of-fence-at-palais-de-justice
Removal And Replacement Of Fence At Palais De Justice,SEYCHELLES INFRASTRUCTURE AGENCY,REMOVAL AND REPLACEMENT OF FENCE AT PALAIS DE JUSTICE,06TH AUGUST 2025 AT: 10:00 HRS,6,4.0,HPC CONSTRUCTION (PTY) LTD,SR,1051905.0,Infrastructure,08 August 2025.,https://www.ntb.sc/media/tender-files/REMOVAL__REPLACEMENT_OF_FENCE_PALAIS_JUSTICE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/removal-and-replacement-of-fence-at-palais-de-justice
Removal And Replacement Of Fence At Palais De Justice,SEYCHELLES INFRASTRUCTURE AGENCY,REMOVAL AND REPLACEMENT OF FENCE AT PALAIS DE JUSTICE,06TH AUGUST 2025 AT: 10:00 HRS,6,5.0,RAFA BUILDER,SR,940309.0,Infrastructure,08 August 2025.,https://www.ntb.sc/media/tender-files/REMOVAL__REPLACEMENT_OF_FENCE_PALAIS_JUSTICE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/removal-and-replacement-of-fence-at-palais-de-justice
Removal And Replacement Of Fence At Palais De Justice,SEYCHELLES INFRASTRUCTURE AGENCY,REMOVAL AND REPLACEMENT OF FENCE AT PALAIS DE JUSTICE,06TH AUGUST 2025 AT: 10:00 HRS,6,6.0,SEYSHELLS CONSTRUCTION LTD,SR,1206700.0,Infrastructure,08 August 2025.,https://www.ntb.sc/media/tender-files/REMOVAL__REPLACEMENT_OF_FENCE_PALAIS_JUSTICE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/removal-and-replacement-of-fence-at-palais-de-justice
"Proposed 28 Units Affordable Housing At Dan Kan, Les Mamelles",SEYCHELLES INFRASTRUCTURE AGENCY,"PROPOSED 28 UNITS AFFORDABLE HOUSING AT DAN KAN, LES MAMELLES",07th AUGUST 2025 AT: 10:30 HRS,11,1.0,RELIANCE ENG. SERVICES LTD,SR,25769382.5,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/PROPOSED_28_UNIT_AFFORDABLE_HOUSING_DAN_KAN_LES_MAMELLES.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/proposed-28-units-affordable-housing-at-dan-kan-les-mamelles
"Proposed 28 Units Affordable Housing At Dan Kan, Les Mamelles",SEYCHELLES INFRASTRUCTURE AGENCY,"PROPOSED 28 UNITS AFFORDABLE HOUSING AT DAN KAN, LES MAMELLES",07th AUGUST 2025 AT: 10:30 HRS,11,2.0,CHINA SHENG YANG CORP.,SR,26980902.5,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/PROPOSED_28_UNIT_AFFORDABLE_HOUSING_DAN_KAN_LES_MAMELLES.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/proposed-28-units-affordable-housing-at-dan-kan-les-mamelles
"Proposed 28 Units Affordable Housing At Dan Kan, Les Mamelles",SEYCHELLES INFRASTRUCTURE AGENCY,"PROPOSED 28 UNITS AFFORDABLE HOUSING AT DAN KAN, LES MAMELLES",07th AUGUST 2025 AT: 10:30 HRS,11,3.0,ALLIED BUILDERS SEY. LTD,SR,28844232.62,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/PROPOSED_28_UNIT_AFFORDABLE_HOUSING_DAN_KAN_LES_MAMELLES.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/proposed-28-units-affordable-housing-at-dan-kan-les-mamelles
"Proposed 28 Units Affordable Housing At Dan Kan, Les Mamelles",SEYCHELLES INFRASTRUCTURE AGENCY,"PROPOSED 28 UNITS AFFORDABLE HOUSING AT DAN KAN, LES MAMELLES",07th AUGUST 2025 AT: 10:30 HRS,11,4.0,"DUBAI CIVIL ENG. CONSTRUCTION PTY
LTD",SR,27480652.7,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/PROPOSED_28_UNIT_AFFORDABLE_HOUSING_DAN_KAN_LES_MAMELLES.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/proposed-28-units-affordable-housing-at-dan-kan-les-mamelles
"Proposed 28 Units Affordable Housing At Dan Kan, Les Mamelles",SEYCHELLES INFRASTRUCTURE AGENCY,"PROPOSED 28 UNITS AFFORDABLE HOUSING AT DAN KAN, LES MAMELLES",07th AUGUST 2025 AT: 10:30 HRS,11,5.0,BASIL CONSTRUCTION,SR,25109070.5,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/PROPOSED_28_UNIT_AFFORDABLE_HOUSING_DAN_KAN_LES_MAMELLES.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/proposed-28-units-affordable-housing-at-dan-kan-les-mamelles
"Proposed 28 Units Affordable Housing At Dan Kan, Les Mamelles",SEYCHELLES INFRASTRUCTURE AGENCY,"PROPOSED 28 UNITS AFFORDABLE HOUSING AT DAN KAN, LES MAMELLES",07th AUGUST 2025 AT: 10:30 HRS,11,6.0,GOPINATH BUILDERS PTY LTD,SR,23537433.0,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/PROPOSED_28_UNIT_AFFORDABLE_HOUSING_DAN_KAN_LES_MAMELLES.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/proposed-28-units-affordable-housing-at-dan-kan-les-mamelles
"Proposed 28 Units Affordable Housing At Dan Kan, Les Mamelles",SEYCHELLES INFRASTRUCTURE AGENCY,"PROPOSED 28 UNITS AFFORDABLE HOUSING AT DAN KAN, LES MAMELLES",07th AUGUST 2025 AT: 10:30 HRS,11,7.0,O NIVO CONSTRUCTION,SR,27327875.0,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/PROPOSED_28_UNIT_AFFORDABLE_HOUSING_DAN_KAN_LES_MAMELLES.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/proposed-28-units-affordable-housing-at-dan-kan-les-mamelles
"Proposed 28 Units Affordable Housing At Dan Kan, Les Mamelles",SEYCHELLES INFRASTRUCTURE AGENCY,"PROPOSED 28 UNITS AFFORDABLE HOUSING AT DAN KAN, LES MAMELLES",07th AUGUST 2025 AT: 10:30 HRS,11,8.0,NEIL’S CONSTRUCTION,SR,29343636.5,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/PROPOSED_28_UNIT_AFFORDABLE_HOUSING_DAN_KAN_LES_MAMELLES.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/proposed-28-units-affordable-housing-at-dan-kan-les-mamelles
"Proposed 28 Units Affordable Housing At Dan Kan, Les Mamelles",SEYCHELLES INFRASTRUCTURE AGENCY,"PROPOSED 28 UNITS AFFORDABLE HOUSING AT DAN KAN, LES MAMELLES",07th AUGUST 2025 AT: 10:30 HRS,11,9.0,FURUI CONSTRUCTION,SR,28496331.0,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/PROPOSED_28_UNIT_AFFORDABLE_HOUSING_DAN_KAN_LES_MAMELLES.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/proposed-28-units-affordable-housing-at-dan-kan-les-mamelles
"Proposed 28 Units Affordable Housing At Dan Kan, Les Mamelles",SEYCHELLES INFRASTRUCTURE AGENCY,"PROPOSED 28 UNITS AFFORDABLE HOUSING AT DAN KAN, LES MAMELLES",07th AUGUST 2025 AT: 10:30 HRS,11,10.0,NICK’S & CO BUILDERS PTY LTD,SR,38693721.75,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/PROPOSED_28_UNIT_AFFORDABLE_HOUSING_DAN_KAN_LES_MAMELLES.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/proposed-28-units-affordable-housing-at-dan-kan-les-mamelles
"Proposed 28 Units Affordable Housing At Dan Kan, Les Mamelles",SEYCHELLES INFRASTRUCTURE AGENCY,"PROPOSED 28 UNITS AFFORDABLE HOUSING AT DAN KAN, LES MAMELLES",07th AUGUST 2025 AT: 10:30 HRS,11,11.0,MAHADEV BUILDER PTY LTD,SR,23991925.0,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/PROPOSED_28_UNIT_AFFORDABLE_HOUSING_DAN_KAN_LES_MAMELLES.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/proposed-28-units-affordable-housing-at-dan-kan-les-mamelles
"Construction Of 2 Units Mid Range Housing, Retaining Walls & Parking At Anse Royale",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF 2 UNITS MID RANGE HOUSING, RETAINING WALLS & PARKING AT ANSE ROYALE",05TH AUGUST 2025 AT: 10:30 HRS,8,1.0,NICK’S & CO BUILDERS,SR,48264099.0,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/CONST._24_UNIT_MID_RANGE_HOUSING__PARKING_ANSE_ROYALE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-2-units-mid-range-housing-retaining-walls-parking-at-anse-royale
"Construction Of 2 Units Mid Range Housing, Retaining Walls & Parking At Anse Royale",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF 2 UNITS MID RANGE HOUSING, RETAINING WALLS & PARKING AT ANSE ROYALE",05TH AUGUST 2025 AT: 10:30 HRS,8,2.0,FORTRESS ENTERPRISE PTY LTD,SR,33618510.75,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/CONST._24_UNIT_MID_RANGE_HOUSING__PARKING_ANSE_ROYALE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-2-units-mid-range-housing-retaining-walls-parking-at-anse-royale
"Construction Of 2 Units Mid Range Housing, Retaining Walls & Parking At Anse Royale",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF 2 UNITS MID RANGE HOUSING, RETAINING WALLS & PARKING AT ANSE ROYALE",05TH AUGUST 2025 AT: 10:30 HRS,8,3.0,BASIL CONSTRUCTION,SR,30965375.0,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/CONST._24_UNIT_MID_RANGE_HOUSING__PARKING_ANSE_ROYALE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-2-units-mid-range-housing-retaining-walls-parking-at-anse-royale
"Construction Of 2 Units Mid Range Housing, Retaining Walls & Parking At Anse Royale",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF 2 UNITS MID RANGE HOUSING, RETAINING WALLS & PARKING AT ANSE ROYALE",05TH AUGUST 2025 AT: 10:30 HRS,8,4.0,CHINA SHENG YANG CORP.,SR,33192122.5,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/CONST._24_UNIT_MID_RANGE_HOUSING__PARKING_ANSE_ROYALE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-2-units-mid-range-housing-retaining-walls-parking-at-anse-royale
"Construction Of 2 Units Mid Range Housing, Retaining Walls & Parking At Anse Royale",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF 2 UNITS MID RANGE HOUSING, RETAINING WALLS & PARKING AT ANSE ROYALE",05TH AUGUST 2025 AT: 10:30 HRS,8,5.0,ALLIED BUILDERS SEY . LTD,SR,33499080.07,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/CONST._24_UNIT_MID_RANGE_HOUSING__PARKING_ANSE_ROYALE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-2-units-mid-range-housing-retaining-walls-parking-at-anse-royale
"Construction Of 2 Units Mid Range Housing, Retaining Walls & Parking At Anse Royale",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF 2 UNITS MID RANGE HOUSING, RETAINING WALLS & PARKING AT ANSE ROYALE",05TH AUGUST 2025 AT: 10:30 HRS,8,6.0,WELLPOINT DEV. PTY LTD,SR,33439323.75,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/CONST._24_UNIT_MID_RANGE_HOUSING__PARKING_ANSE_ROYALE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-2-units-mid-range-housing-retaining-walls-parking-at-anse-royale
"Construction Of 2 Units Mid Range Housing, Retaining Walls & Parking At Anse Royale",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF 2 UNITS MID RANGE HOUSING, RETAINING WALLS & PARKING AT ANSE ROYALE",05TH AUGUST 2025 AT: 10:30 HRS,8,7.0,RELIANCE ENG.,SR,35949112.5,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/CONST._24_UNIT_MID_RANGE_HOUSING__PARKING_ANSE_ROYALE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-2-units-mid-range-housing-retaining-walls-parking-at-anse-royale
"Construction Of 2 Units Mid Range Housing, Retaining Walls & Parking At Anse Royale",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF 2 UNITS MID RANGE HOUSING, RETAINING WALLS & PARKING AT ANSE ROYALE",05TH AUGUST 2025 AT: 10:30 HRS,8,8.0,NEIL’S CONSTRUCTION,SR,35438548.75,Housing,08 August 2025.,https://www.ntb.sc/media/tender-files/CONST._24_UNIT_MID_RANGE_HOUSING__PARKING_ANSE_ROYALE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-2-units-mid-range-housing-retaining-walls-parking-at-anse-royale
Renovation Works At Bel Eau Primary School,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION WORKS AT BEL EAU PRIMARY SCHOOL,29th JULY 2025 AT: 10:00 HRS,7,1.0,DIJAN CONSTRUCTION PTY LTD,SR,1824581.95,Infrastructure,29 July 2025.,https://www.ntb.sc/media/tender-files/RENOVATION_AT_BEL_EAU_PRIMARY_SCHOOL.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-bel-eau-primary-school
Renovation Works At Bel Eau Primary School,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION WORKS AT BEL EAU PRIMARY SCHOOL,29th JULY 2025 AT: 10:00 HRS,7,2.0,TRL CONSTRUCTION,SR,2370334.0,Infrastructure,29 July 2025.,https://www.ntb.sc/media/tender-files/RENOVATION_AT_BEL_EAU_PRIMARY_SCHOOL.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-bel-eau-primary-school
Renovation Works At Bel Eau Primary School,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION WORKS AT BEL EAU PRIMARY SCHOOL,29th JULY 2025 AT: 10:00 HRS,7,3.0,R & E CONTRACTOR,SR,1822813.25,Infrastructure,29 July 2025.,https://www.ntb.sc/media/tender-files/RENOVATION_AT_BEL_EAU_PRIMARY_SCHOOL.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-bel-eau-primary-school
Renovation Works At Bel Eau Primary School,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION WORKS AT BEL EAU PRIMARY SCHOOL,29th JULY 2025 AT: 10:00 HRS,7,4.0,RAFA BUILDERS,SR,2100084.0,Infrastructure,29 July 2025.,https://www.ntb.sc/media/tender-files/RENOVATION_AT_BEL_EAU_PRIMARY_SCHOOL.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-bel-eau-primary-school
Renovation Works At Bel Eau Primary School,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION WORKS AT BEL EAU PRIMARY SCHOOL,29th JULY 2025 AT: 10:00 HRS,7,5.0,DIVY CONSTRUCTION,SR,2495137.75,Infrastructure,29 July 2025.,https://www.ntb.sc/media/tender-files/RENOVATION_AT_BEL_EAU_PRIMARY_SCHOOL.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-bel-eau-primary-school
Renovation Works At Bel Eau Primary School,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION WORKS AT BEL EAU PRIMARY SCHOOL,29th JULY 2025 AT: 10:00 HRS,7,6.0,PRIME BUILDERS,SR,2085542.25,Infrastructure,29 July 2025.,https://www.ntb.sc/media/tender-files/RENOVATION_AT_BEL_EAU_PRIMARY_SCHOOL.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-bel-eau-primary-school
Renovation Works At Bel Eau Primary School,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION WORKS AT BEL EAU PRIMARY SCHOOL,29th JULY 2025 AT: 10:00 HRS,7,7.0,SEYSHELLS CONSTRUCTION LTD,SR,1567600.0,Infrastructure,29 July 2025.,https://www.ntb.sc/media/tender-files/RENOVATION_AT_BEL_EAU_PRIMARY_SCHOOL.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-works-at-bel-eau-primary-school
Replacement Of  Ceiling Metal Planks At ANS Building & Reroofing Works At AIS  Building  At The Airport,SEYCHELLES AIRPORTS AUTHORITY,REPLACEMENT OF CEILING METAL PLANKS AT ANS BUILDING & REROOFING WORKS AT AIS BUILDING AT THE AIRPORT,22nd JULY 2025 10:00 HRS,5,1.0,BCM BUILDERS,SR,236164.25,Maritime,22 July 2025.,https://www.ntb.sc/media/tender-files/replacement_of__ceiling_metal_planks_at_ANS_building__reroofing_works_at_AIS_building__at_the_Airport.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/replacement-of-ceiling-metal-planks-at-ans-building-reroofing-works-at-ais-building-at-the-airport
Replacement Of  Ceiling Metal Planks At ANS Building & Reroofing Works At AIS  Building  At The Airport,SEYCHELLES AIRPORTS AUTHORITY,REPLACEMENT OF CEILING METAL PLANKS AT ANS BUILDING & REROOFING WORKS AT AIS BUILDING AT THE AIRPORT,22nd JULY 2025 10:00 HRS,5,2.0,"DONALD BUILDING &
CONTRACTOR PTY LTD",SR,457442.5,Maritime,22 July 2025.,https://www.ntb.sc/media/tender-files/replacement_of__ceiling_metal_planks_at_ANS_building__reroofing_works_at_AIS_building__at_the_Airport.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/replacement-of-ceiling-metal-planks-at-ans-building-reroofing-works-at-ais-building-at-the-airport
Replacement Of  Ceiling Metal Planks At ANS Building & Reroofing Works At AIS  Building  At The Airport,SEYCHELLES AIRPORTS AUTHORITY,REPLACEMENT OF CEILING METAL PLANKS AT ANS BUILDING & REROOFING WORKS AT AIS BUILDING AT THE AIRPORT,22nd JULY 2025 10:00 HRS,5,3.0,DIVY CONSTRUCTION,SR,326817.0,Maritime,22 July 2025.,https://www.ntb.sc/media/tender-files/replacement_of__ceiling_metal_planks_at_ANS_building__reroofing_works_at_AIS_building__at_the_Airport.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/replacement-of-ceiling-metal-planks-at-ans-building-reroofing-works-at-ais-building-at-the-airport
Replacement Of  Ceiling Metal Planks At ANS Building & Reroofing Works At AIS  Building  At The Airport,SEYCHELLES AIRPORTS AUTHORITY,REPLACEMENT OF CEILING METAL PLANKS AT ANS BUILDING & REROOFING WORKS AT AIS BUILDING AT THE AIRPORT,22nd JULY 2025 10:00 HRS,5,4.0,POWER CONCRETE BUILDERS,SR,299542.5,Maritime,22 July 2025.,https://www.ntb.sc/media/tender-files/replacement_of__ceiling_metal_planks_at_ANS_building__reroofing_works_at_AIS_building__at_the_Airport.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/replacement-of-ceiling-metal-planks-at-ans-building-reroofing-works-at-ais-building-at-the-airport
Replacement Of  Ceiling Metal Planks At ANS Building & Reroofing Works At AIS  Building  At The Airport,SEYCHELLES AIRPORTS AUTHORITY,REPLACEMENT OF CEILING METAL PLANKS AT ANS BUILDING & REROOFING WORKS AT AIS BUILDING AT THE AIRPORT,22nd JULY 2025 10:00 HRS,5,5.0,R & E CONTRACTOR,SR,230536.0,Maritime,22 July 2025.,https://www.ntb.sc/media/tender-files/replacement_of__ceiling_metal_planks_at_ANS_building__reroofing_works_at_AIS_building__at_the_Airport.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/replacement-of-ceiling-metal-planks-at-ans-building-reroofing-works-at-ais-building-at-the-airport
Refurbishment Of The Unit Load Device Stillages (ULD) At The Seychelles International Airport,SEYCHELLES AIRPORTS AUTHORITY,REFURBISHMENT OF THE UNIT LOAD DEVICE STILLAGES (ULD) AT THE SEYCHELLES INTERNATIONAL AIRPORT,22nd JULY 2025 10:00 HRS,6,1.0,BCM BUILDERS,SR,69150.0,Infrastructure,22 July 2025.,https://www.ntb.sc/media/tender-files/REFURBISHMENT_OF_THE_UNIT_LOAD_DEVICE_STILLAGES_ULD_AT_THE_SEY.INTERNATIONAL_AIRPORT.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/refurbishment-of-the-unit-load-device-stillages-uld-at-the-seychelles-international-airport
Refurbishment Of The Unit Load Device Stillages (ULD) At The Seychelles International Airport,SEYCHELLES AIRPORTS AUTHORITY,REFURBISHMENT OF THE UNIT LOAD DEVICE STILLAGES (ULD) AT THE SEYCHELLES INTERNATIONAL AIRPORT,22nd JULY 2025 10:00 HRS,6,2.0,BODCO LTD,SR,299570.0,Infrastructure,22 July 2025.,https://www.ntb.sc/media/tender-files/REFURBISHMENT_OF_THE_UNIT_LOAD_DEVICE_STILLAGES_ULD_AT_THE_SEY.INTERNATIONAL_AIRPORT.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/refurbishment-of-the-unit-load-device-stillages-uld-at-the-seychelles-international-airport
Refurbishment Of The Unit Load Device Stillages (ULD) At The Seychelles International Airport,SEYCHELLES AIRPORTS AUTHORITY,REFURBISHMENT OF THE UNIT LOAD DEVICE STILLAGES (ULD) AT THE SEYCHELLES INTERNATIONAL AIRPORT,22nd JULY 2025 10:00 HRS,6,3.0,DIVY CONSTRUCTION,SR,149050.0,Infrastructure,22 July 2025.,https://www.ntb.sc/media/tender-files/REFURBISHMENT_OF_THE_UNIT_LOAD_DEVICE_STILLAGES_ULD_AT_THE_SEY.INTERNATIONAL_AIRPORT.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/refurbishment-of-the-unit-load-device-stillages-uld-at-the-seychelles-international-airport
Refurbishment Of The Unit Load Device Stillages (ULD) At The Seychelles International Airport,SEYCHELLES AIRPORTS AUTHORITY,REFURBISHMENT OF THE UNIT LOAD DEVICE STILLAGES (ULD) AT THE SEYCHELLES INTERNATIONAL AIRPORT,22nd JULY 2025 10:00 HRS,6,4.0,FAITH MD AGENCY,SR,290400.0,Infrastructure,22 July 2025.,https://www.ntb.sc/media/tender-files/REFURBISHMENT_OF_THE_UNIT_LOAD_DEVICE_STILLAGES_ULD_AT_THE_SEY.INTERNATIONAL_AIRPORT.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/refurbishment-of-the-unit-load-device-stillages-uld-at-the-seychelles-international-airport
Refurbishment Of The Unit Load Device Stillages (ULD) At The Seychelles International Airport,SEYCHELLES AIRPORTS AUTHORITY,REFURBISHMENT OF THE UNIT LOAD DEVICE STILLAGES (ULD) AT THE SEYCHELLES INTERNATIONAL AIRPORT,22nd JULY 2025 10:00 HRS,6,5.0,R& E CONTRACTOR,SR,131724.0,Infrastructure,22 July 2025.,https://www.ntb.sc/media/tender-files/REFURBISHMENT_OF_THE_UNIT_LOAD_DEVICE_STILLAGES_ULD_AT_THE_SEY.INTERNATIONAL_AIRPORT.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/refurbishment-of-the-unit-load-device-stillages-uld-at-the-seychelles-international-airport
Refurbishment Of The Unit Load Device Stillages (ULD) At The Seychelles International Airport,SEYCHELLES AIRPORTS AUTHORITY,REFURBISHMENT OF THE UNIT LOAD DEVICE STILLAGES (ULD) AT THE SEYCHELLES INTERNATIONAL AIRPORT,22nd JULY 2025 10:00 HRS,6,6.0,MONACO BUILDER,SR,445100.0,Infrastructure,22 July 2025.,https://www.ntb.sc/media/tender-files/REFURBISHMENT_OF_THE_UNIT_LOAD_DEVICE_STILLAGES_ULD_AT_THE_SEY.INTERNATIONAL_AIRPORT.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/refurbishment-of-the-unit-load-device-stillages-uld-at-the-seychelles-international-airport
Refencing Of Playground & Installation Of Toys At St Ange Estate Takamaka,LOCAL GOVERNMENT,REFENCING OF PLAYGROUND & INSTALLATION OF TOYS AT ST ANGE ESTATE TAKAMAKA,22nd JULY 2025 10:00 HRS,2,1.0,RS CONSTRUCTION & SERVICES,SR,197864.5,Infrastructure,22 July 2025.,https://www.ntb.sc/media/tender-files/REFENCING_OF_PLAYGROUND__INSTALLATION_OF_TOYS_AT_ST_ANGE_ESTATE_TAKAMAKA.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/refencing-of-playground-installation-of-toys-at-st-ange-estate-takamaka
Refencing Of Playground & Installation Of Toys At St Ange Estate Takamaka,LOCAL GOVERNMENT,REFENCING OF PLAYGROUND & INSTALLATION OF TOYS AT ST ANGE ESTATE TAKAMAKA,22nd JULY 2025 10:00 HRS,2,2.0,ADAM & SON PTY LTD,SR,261012.4,Infrastructure,22 July 2025.,https://www.ntb.sc/media/tender-files/REFENCING_OF_PLAYGROUND__INSTALLATION_OF_TOYS_AT_ST_ANGE_ESTATE_TAKAMAKA.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/refencing-of-playground-installation-of-toys-at-st-ange-estate-takamaka
Construction Of Seawall Parapet Wall & Backfilling At North East Point  ( Rehab  To Corail D’or),SEYCHELLES LAND TRANSPORT AGENCY,CONSTRUCTION OF SEAWALL PARAPET WALL & BACKFILLING AT NORTH EAST POINT ( REHAB TO CORAIL D’OR),22nd JULY 2025 AT: 10:30 HRS,8,1.0,SUN EXCAVATION PTY LTD,SR,12643272.5,Roads & seawalls,22 July 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_SEAWALL__PARAPET_WALL__BACKFILLING_AT_NORTH_EAST_POINT___REHAB_TO_CORAIL_DOR.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-seawall-parapet-wall-backfilling-at-north-east-point-rehab-to-corail-dor
Construction Of Seawall Parapet Wall & Backfilling At North East Point  ( Rehab  To Corail D’or),SEYCHELLES LAND TRANSPORT AGENCY,CONSTRUCTION OF SEAWALL PARAPET WALL & BACKFILLING AT NORTH EAST POINT ( REHAB TO CORAIL D’OR),22nd JULY 2025 AT: 10:30 HRS,8,2.0,FABS.CO CONSTRUCTION LTD,SR,13537894.16,Roads & seawalls,22 July 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_SEAWALL__PARAPET_WALL__BACKFILLING_AT_NORTH_EAST_POINT___REHAB_TO_CORAIL_DOR.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-seawall-parapet-wall-backfilling-at-north-east-point-rehab-to-corail-dor
Construction Of Seawall Parapet Wall & Backfilling At North East Point  ( Rehab  To Corail D’or),SEYCHELLES LAND TRANSPORT AGENCY,CONSTRUCTION OF SEAWALL PARAPET WALL & BACKFILLING AT NORTH EAST POINT ( REHAB TO CORAIL D’OR),22nd JULY 2025 AT: 10:30 HRS,8,3.0,EARTH DEV. PTY LTD,SR,10747933.35,Roads & seawalls,22 July 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_SEAWALL__PARAPET_WALL__BACKFILLING_AT_NORTH_EAST_POINT___REHAB_TO_CORAIL_DOR.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-seawall-parapet-wall-backfilling-at-north-east-point-rehab-to-corail-dor
