title,org,tender_description,opening_date,n_bids_declared,bid_number,bidder_name,currency,bid_amount,category,created_date,pdf_url,detail_url
"Construction Of Three Bedroom House At Val D’en D’or, Baie Lazare On Parcel T3675",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF THREE BEDROOM HOUSE AT VAL D’EN D’OR, BAIE LAZARE ON PARCEL T3675",25th September 202 AT: 10:30 HRS,5,3.0,HPC CONSTRUCTION,SR,1019570.0,Housing,25 September 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_THREE_BEDROOM_HOUSE_ATVAL_DEN_DOR_PARCEL_T3675.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-three-bedroom-house-at-val-den-dor-baie-lazare-on-parcel-t3675
"Construction Of Three Bedroom House At Val D’en D’or, Baie Lazare On Parcel T3675",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF THREE BEDROOM HOUSE AT VAL D’EN D’OR, BAIE LAZARE ON PARCEL T3675",25th September 202 AT: 10:30 HRS,5,4.0,KP CONSTRUCTION,SR,1415055.0,Housing,25 September 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_THREE_BEDROOM_HOUSE_ATVAL_DEN_DOR_PARCEL_T3675.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-three-bedroom-house-at-val-den-dor-baie-lazare-on-parcel-t3675
"Construction Of Three Bedroom House At Val D’en D’or, Baie Lazare On Parcel T3675",SEYCHELLES INFRASTRUCTURE AGENCY,"CONSTRUCTION OF THREE BEDROOM HOUSE AT VAL D’EN D’OR, BAIE LAZARE ON PARCEL T3675",25th September 202 AT: 10:30 HRS,5,5.0,RAFA BUILDERS,SR,990628.0,Housing,25 September 2025.,https://www.ntb.sc/media/tender-files/CONSTRUCTION_OF_THREE_BEDROOM_HOUSE_ATVAL_DEN_DOR_PARCEL_T3675.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-three-bedroom-house-at-val-den-dor-baie-lazare-on-parcel-t3675
Supply Of Hdpe Pipes,PUBLIC UTILITIES CORPORATION,SUPPLY OF HDPE PIPES,WEDNESDAY 10th SEPTEMBER 2025 AT: 10:00 HRS,10,,,,,Other,10 September 2025.,https://www.ntb.sc/media/tender-files/supply_of_hdpe_pipes__september_2025.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/supply-of-hdpe-pipes-3
Renovation Of Burnt House At Grand Anse Mahe,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION OF BURNT HOUSE AT GRAND ANSE MAHE,10th SEPTEMBER 2025 AT: 10:30 HRS,7,1.0,AZEMIA CONSTRUCTION,SR,585980.0,Infrastructure,10 September 2025.,https://www.ntb.sc/media/tender-files/RENOVATION_OF_BURNT_HOUSE_AT_GRAND_ANSE_MAHE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-of-burnt-house-at-grand-anse-mahe
Renovation Of Burnt House At Grand Anse Mahe,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION OF BURNT HOUSE AT GRAND ANSE MAHE,10th SEPTEMBER 2025 AT: 10:30 HRS,7,2.0,AMAR CONSTRUCTION,SR,570000.0,Infrastructure,10 September 2025.,https://www.ntb.sc/media/tender-files/RENOVATION_OF_BURNT_HOUSE_AT_GRAND_ANSE_MAHE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-of-burnt-house-at-grand-anse-mahe
Renovation Of Burnt House At Grand Anse Mahe,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION OF BURNT HOUSE AT GRAND ANSE MAHE,10th SEPTEMBER 2025 AT: 10:30 HRS,7,3.0,BONNELAME CONSTRUCTION,SR,462570.0,Infrastructure,10 September 2025.,https://www.ntb.sc/media/tender-files/RENOVATION_OF_BURNT_HOUSE_AT_GRAND_ANSE_MAHE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-of-burnt-house-at-grand-anse-mahe
Renovation Of Burnt House At Grand Anse Mahe,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION OF BURNT HOUSE AT GRAND ANSE MAHE,10th SEPTEMBER 2025 AT: 10:30 HRS,7,4.0,DIVY CONSTRUCTION,SR,489345.0,Infrastructure,10 September 2025.,https://www.ntb.sc/media/tender-files/RENOVATION_OF_BURNT_HOUSE_AT_GRAND_ANSE_MAHE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-of-burnt-house-at-grand-anse-mahe
Renovation Of Burnt House At Grand Anse Mahe,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION OF BURNT HOUSE AT GRAND ANSE MAHE,10th SEPTEMBER 2025 AT: 10:30 HRS,7,5.0,DIJAN CONSTRUCTION PTY LTD,SR,498525.0,Infrastructure,10 September 2025.,https://www.ntb.sc/media/tender-files/RENOVATION_OF_BURNT_HOUSE_AT_GRAND_ANSE_MAHE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-of-burnt-house-at-grand-anse-mahe
Renovation Of Burnt House At Grand Anse Mahe,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION OF BURNT HOUSE AT GRAND ANSE MAHE,10th SEPTEMBER 2025 AT: 10:30 HRS,7,6.0,HPC CONSTRUCTION PTY LTD,SR,408380.0,Infrastructure,10 September 2025.,https://www.ntb.sc/media/tender-files/RENOVATION_OF_BURNT_HOUSE_AT_GRAND_ANSE_MAHE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-of-burnt-house-at-grand-anse-mahe
Renovation Of Burnt House At Grand Anse Mahe,SEYCHELLES INFRASTRUCTURE AGENCY,RENOVATION OF BURNT HOUSE AT GRAND ANSE MAHE,10th SEPTEMBER 2025 AT: 10:30 HRS,7,7.0,"ELITE BUILDERS & CARPENTERS
PTY LTD",SR,658730.0,Infrastructure,10 September 2025.,https://www.ntb.sc/media/tender-files/RENOVATION_OF_BURNT_HOUSE_AT_GRAND_ANSE_MAHE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/renovation-of-burnt-house-at-grand-anse-mahe
Procurement Of Vehicles - 2 Lots,SEYCHELLES LICENSING AUTHORITY,PROCUREMENT OF VEHICLES - 2 LOTS,10th SEPTEMBER 2025 11:00 HRS,4,1.0,CROWN MOTORS,SR,395000.0,Transport,10 September 2025.,https://www.ntb.sc/media/tender-files/PROCUREMENT_OF__VEHICLES_-_2_LOTS.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/procurement-of-vehicles-2-lots-2
Maintenance Of Ground And Building At National House –Limited,PUBLIC SERVICE BUREAU,MAINTENANCE OF GROUND AND BUILDING AT NATIONAL HOUSE –LIMITED,8th SEPTEMBER 2025 AT: 10:30 HRS,7,1.0,JOCO’S CLEANING & MAINTENANCE,SR,209588.0,Infrastructure,09 September 2025.,https://www.ntb.sc/media/tender-files/MAINTENANCE_GROUND_NATIONAL_HOUSE_-_08.09.25.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/maintenance-of-ground-and-building-at-national-house-limited
Maintenance Of Ground And Building At National House –Limited,PUBLIC SERVICE BUREAU,MAINTENANCE OF GROUND AND BUILDING AT NATIONAL HOUSE –LIMITED,8th SEPTEMBER 2025 AT: 10:30 HRS,7,2.0,WALLACE BRUTUS,SR,39800.0,Infrastructure,09 September 2025.,https://www.ntb.sc/media/tender-files/MAINTENANCE_GROUND_NATIONAL_HOUSE_-_08.09.25.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/maintenance-of-ground-and-building-at-national-house-limited
Maintenance Of Ground And Building At National House –Limited,PUBLIC SERVICE BUREAU,MAINTENANCE OF GROUND AND BUILDING AT NATIONAL HOUSE –LIMITED,8th SEPTEMBER 2025 AT: 10:30 HRS,7,3.0,LE CLEANING SERVICES,SR,67700.0,Infrastructure,09 September 2025.,https://www.ntb.sc/media/tender-files/MAINTENANCE_GROUND_NATIONAL_HOUSE_-_08.09.25.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/maintenance-of-ground-and-building-at-national-house-limited
Maintenance Of Ground And Building At National House –Limited,PUBLIC SERVICE BUREAU,MAINTENANCE OF GROUND AND BUILDING AT NATIONAL HOUSE –LIMITED,8th SEPTEMBER 2025 AT: 10:30 HRS,7,4.0,COL CLEANING,SR,33000.0,Infrastructure,09 September 2025.,https://www.ntb.sc/media/tender-files/MAINTENANCE_GROUND_NATIONAL_HOUSE_-_08.09.25.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/maintenance-of-ground-and-building-at-national-house-limited
Maintenance Of Ground And Building At National House –Limited,PUBLIC SERVICE BUREAU,MAINTENANCE OF GROUND AND BUILDING AT NATIONAL HOUSE –LIMITED,8th SEPTEMBER 2025 AT: 10:30 HRS,7,5.0,VERMA THELERMONT,SR,39460.0,Infrastructure,09 September 2025.,https://www.ntb.sc/media/tender-files/MAINTENANCE_GROUND_NATIONAL_HOUSE_-_08.09.25.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/maintenance-of-ground-and-building-at-national-house-limited
Maintenance Of Ground And Building At National House –Limited,PUBLIC SERVICE BUREAU,MAINTENANCE OF GROUND AND BUILDING AT NATIONAL HOUSE –LIMITED,8th SEPTEMBER 2025 AT: 10:30 HRS,7,6.0,SUNRISE CLEANING SERVICES,SR,17500.0,Infrastructure,09 September 2025.,https://www.ntb.sc/media/tender-files/MAINTENANCE_GROUND_NATIONAL_HOUSE_-_08.09.25.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/maintenance-of-ground-and-building-at-national-house-limited
Maintenance Of Ground And Building At National House –Limited,PUBLIC SERVICE BUREAU,MAINTENANCE OF GROUND AND BUILDING AT NATIONAL HOUSE –LIMITED,8th SEPTEMBER 2025 AT: 10:30 HRS,7,7.0,J & J AGENCY,SR,44800.0,Infrastructure,09 September 2025.,https://www.ntb.sc/media/tender-files/MAINTENANCE_GROUND_NATIONAL_HOUSE_-_08.09.25.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/maintenance-of-ground-and-building-at-national-house-limited
"Flood Mitigation Behind The Baie Ste Anne Police Station - Desilting, Retaining Wall & Culver",SEYCHELLES INFRASTRUCTURE AGENCY,"FLOOD MITIGATION BEHIND THE BAIE STE ANNE POLICE STATION - DESILTING, RETAINING WALL & CULVER",8th SEPTEMBER 2025 AT: 10:30 HRS,3,1.0,MONACO BUILDER,SR,2542782.25,Infrastructure,09 September 2025.,https://www.ntb.sc/media/tender-files/Flood_Mitigation_Behind_The_Baie_Ste_Anne_Police_Station_-_Desilting_Retaining_Wall__Culver.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/flood-mitigation-behind-the-baie-ste-anne-police-station-desilting-retaining-wall-culver
"Flood Mitigation Behind The Baie Ste Anne Police Station - Desilting, Retaining Wall & Culver",SEYCHELLES INFRASTRUCTURE AGENCY,"FLOOD MITIGATION BEHIND THE BAIE STE ANNE POLICE STATION - DESILTING, RETAINING WALL & CULVER",8th SEPTEMBER 2025 AT: 10:30 HRS,3,2.0,FABS.CO CONSTRUCTION LTD,SR,1081212.75,Infrastructure,09 September 2025.,https://www.ntb.sc/media/tender-files/Flood_Mitigation_Behind_The_Baie_Ste_Anne_Police_Station_-_Desilting_Retaining_Wall__Culver.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/flood-mitigation-behind-the-baie-ste-anne-police-station-desilting-retaining-wall-culver
"Flood Mitigation Behind The Baie Ste Anne Police Station - Desilting, Retaining Wall & Culver",SEYCHELLES INFRASTRUCTURE AGENCY,"FLOOD MITIGATION BEHIND THE BAIE STE ANNE POLICE STATION - DESILTING, RETAINING WALL & CULVER",8th SEPTEMBER 2025 AT: 10:30 HRS,3,3.0,ALL WEATHER BUILDERS,SR,998786.5,Infrastructure,09 September 2025.,https://www.ntb.sc/media/tender-files/Flood_Mitigation_Behind_The_Baie_Ste_Anne_Police_Station_-_Desilting_Retaining_Wall__Culver.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/flood-mitigation-behind-the-baie-ste-anne-police-station-desilting-retaining-wall-culver
House Connection For La Digue Sewerage Network Ref.LD/W04.,PUBLIC UTILITIES CORPORATION,HOUSE CONNECTION FOR LA DIGUE SEWERAGE NETWORK REF.LD/W,07TH AUGUST 2025 AT: 10:00 HRS,3,,,,,Utilities,08 August 2025.,https://www.ntb.sc/media/tender-files/HOUSE_CONNECTION_FOR_LA_DIGUE_SEWERAGE_NETWORK_REF.LD.W04.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/house-connection-for-la-digue-sewerage-network-ref-ld-w04
Provision Of Security Services At The Maison Royale (Ex CSB Building) Anse Royale,PROPERTY MANAGEMENT CORPORATION,PROVISION OF SECURITY SERVICES AT THE MAISON ROYALE (EX CSB BUILDING) ANSE ROYALE,05th AUGUST 2025 AT: 11:00 HRS,6,1.0,"PRO GUARD SECURITY
PROTECTION",SR,1657656.0,Security,08 August 2025.,https://www.ntb.sc/media/tender-files/PROVISION_FOR_SECURITY_CSB_BUILDING.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/provision-of-security-services-at-the-maison-royale-ex-csb-building-anse-royale
Provision Of Security Services At The Maison Royale (Ex CSB Building) Anse Royale,PROPERTY MANAGEMENT CORPORATION,PROVISION OF SECURITY SERVICES AT THE MAISON ROYALE (EX CSB BUILDING) ANSE ROYALE,05th AUGUST 2025 AT: 11:00 HRS,6,2.0,EXECUTIVE SECURITY SERVICES,SR,1491890.4,Security,08 August 2025.,https://www.ntb.sc/media/tender-files/PROVISION_FOR_SECURITY_CSB_BUILDING.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/provision-of-security-services-at-the-maison-royale-ex-csb-building-anse-royale
Provision Of Security Services At The Maison Royale (Ex CSB Building) Anse Royale,PROPERTY MANAGEMENT CORPORATION,PROVISION OF SECURITY SERVICES AT THE MAISON ROYALE (EX CSB BUILDING) ANSE ROYALE,05th AUGUST 2025 AT: 11:00 HRS,6,3.0,PRAS ISLAND SECURITY,SR,1564224.48,Security,08 August 2025.,https://www.ntb.sc/media/tender-files/PROVISION_FOR_SECURITY_CSB_BUILDING.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/provision-of-security-services-at-the-maison-royale-ex-csb-building-anse-royale
Provision Of Security Services At The Maison Royale (Ex CSB Building) Anse Royale,PROPERTY MANAGEMENT CORPORATION,PROVISION OF SECURITY SERVICES AT THE MAISON ROYALE (EX CSB BUILDING) ANSE ROYALE,05th AUGUST 2025 AT: 11:00 HRS,6,4.0,SECURE R US,SR,1687795.2,Security,08 August 2025.,https://www.ntb.sc/media/tender-files/PROVISION_FOR_SECURITY_CSB_BUILDING.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/provision-of-security-services-at-the-maison-royale-ex-csb-building-anse-royale
Provision Of Security Services At The Maison Royale (Ex CSB Building) Anse Royale,PROPERTY MANAGEMENT CORPORATION,PROVISION OF SECURITY SERVICES AT THE MAISON ROYALE (EX CSB BUILDING) ANSE ROYALE,05th AUGUST 2025 AT: 11:00 HRS,6,5.0,ACE SECURITY SERVICE,SR,1657656.0,Security,08 August 2025.,https://www.ntb.sc/media/tender-files/PROVISION_FOR_SECURITY_CSB_BUILDING.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/provision-of-security-services-at-the-maison-royale-ex-csb-building-anse-royale
Provision Of Security Services At The Maison Royale (Ex CSB Building) Anse Royale,PROPERTY MANAGEMENT CORPORATION,PROVISION OF SECURITY SERVICES AT THE MAISON ROYALE (EX CSB BUILDING) ANSE ROYALE,05th AUGUST 2025 AT: 11:00 HRS,6,6.0,ACTIVE PROTECTION,SR,1672725.6,Security,08 August 2025.,https://www.ntb.sc/media/tender-files/PROVISION_FOR_SECURITY_CSB_BUILDING.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/provision-of-security-services-at-the-maison-royale-ex-csb-building-anse-royale
Re Construction Of Bridge And Retaining Wall Including Drainage System At Baie Lazare – Anse Gaulette,SEYCHELLES LAND TRANSPORT AGENCY,RE CONSTRUCTION OF BRIDGE AND RETAINING WALL INCLUDING DRAINAGE SYSTEM AT BAIE LAZARE – ANSE GAULETTE,05 TH AUGUST 2025 AT: 10:00 HRS,7,1.0,SUN EXCAVATION PTY LTD,SR,2068955.63,Infrastructure,08 August 2025.,https://www.ntb.sc/media/tender-files/RE_CONST._BRIDGE__DRAINAGE_ANSE_GAULETTE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-construction-of-bridge-and-retaining-wall-including-drainage-system-at-baie-lazare-anse-gaulette
Re Construction Of Bridge And Retaining Wall Including Drainage System At Baie Lazare – Anse Gaulette,SEYCHELLES LAND TRANSPORT AGENCY,RE CONSTRUCTION OF BRIDGE AND RETAINING WALL INCLUDING DRAINAGE SYSTEM AT BAIE LAZARE – ANSE GAULETTE,05 TH AUGUST 2025 AT: 10:00 HRS,7,2.0,FORTRESS ENTERPRISE,SR,2399451.13,Infrastructure,08 August 2025.,https://www.ntb.sc/media/tender-files/RE_CONST._BRIDGE__DRAINAGE_ANSE_GAULETTE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-construction-of-bridge-and-retaining-wall-including-drainage-system-at-baie-lazare-anse-gaulette
Re Construction Of Bridge And Retaining Wall Including Drainage System At Baie Lazare – Anse Gaulette,SEYCHELLES LAND TRANSPORT AGENCY,RE CONSTRUCTION OF BRIDGE AND RETAINING WALL INCLUDING DRAINAGE SYSTEM AT BAIE LAZARE – ANSE GAULETTE,05 TH AUGUST 2025 AT: 10:00 HRS,7,3.0,FABS.CO CONSTRUCTION,SR,2545170.8,Infrastructure,08 August 2025.,https://www.ntb.sc/media/tender-files/RE_CONST._BRIDGE__DRAINAGE_ANSE_GAULETTE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-construction-of-bridge-and-retaining-wall-including-drainage-system-at-baie-lazare-anse-gaulette
Re Construction Of Bridge And Retaining Wall Including Drainage System At Baie Lazare – Anse Gaulette,SEYCHELLES LAND TRANSPORT AGENCY,RE CONSTRUCTION OF BRIDGE AND RETAINING WALL INCLUDING DRAINAGE SYSTEM AT BAIE LAZARE – ANSE GAULETTE,05 TH AUGUST 2025 AT: 10:00 HRS,7,4.0,NICK’S & CO BUILDERS,SR,3371545.85,Infrastructure,08 August 2025.,https://www.ntb.sc/media/tender-files/RE_CONST._BRIDGE__DRAINAGE_ANSE_GAULETTE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-construction-of-bridge-and-retaining-wall-including-drainage-system-at-baie-lazare-anse-gaulette
Re Construction Of Bridge And Retaining Wall Including Drainage System At Baie Lazare – Anse Gaulette,SEYCHELLES LAND TRANSPORT AGENCY,RE CONSTRUCTION OF BRIDGE AND RETAINING WALL INCLUDING DRAINAGE SYSTEM AT BAIE LAZARE – ANSE GAULETTE,05 TH AUGUST 2025 AT: 10:00 HRS,7,5.0,BASIL CONSTRUCTION,SR,2234953.13,Infrastructure,08 August 2025.,https://www.ntb.sc/media/tender-files/RE_CONST._BRIDGE__DRAINAGE_ANSE_GAULETTE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-construction-of-bridge-and-retaining-wall-including-drainage-system-at-baie-lazare-anse-gaulette
Re Construction Of Bridge And Retaining Wall Including Drainage System At Baie Lazare – Anse Gaulette,SEYCHELLES LAND TRANSPORT AGENCY,RE CONSTRUCTION OF BRIDGE AND RETAINING WALL INCLUDING DRAINAGE SYSTEM AT BAIE LAZARE – ANSE GAULETTE,05 TH AUGUST 2025 AT: 10:00 HRS,7,6.0,BENOITON CONSTRUCTION,SR,2727287.57,Infrastructure,08 August 2025.,https://www.ntb.sc/media/tender-files/RE_CONST._BRIDGE__DRAINAGE_ANSE_GAULETTE.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/re-construction-of-bridge-and-retaining-wall-including-drainage-system-at-baie-lazare-anse-gaulette
Construction Of Pavement And Drain At Anse Boileau Health Centre (Phase 1),SEYCHELLES LAND TRANSPORT AGENCY,CONSTRUCTION OF PAVEMENT AND DRAIN AT ANSE BOILEAU HEALTH CENTRE (PHASE 1),05TH AUGUST 2025 AT: 10:00 HRS,7,1.0,GIOVANIE ROSE CONSTRUCTION,SR,1690272.88,Roads & seawalls,08 August 2025.,https://www.ntb.sc/media/tender-files/CONST._PAVEMENT__DRAIN_ANSE_BOILEAU_HEALTH_CENTRE_copy_1.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-pavement-and-drain-at-anse-boileau-health-centre-phase-1
Construction Of Pavement And Drain At Anse Boileau Health Centre (Phase 1),SEYCHELLES LAND TRANSPORT AGENCY,CONSTRUCTION OF PAVEMENT AND DRAIN AT ANSE BOILEAU HEALTH CENTRE (PHASE 1),05TH AUGUST 2025 AT: 10:00 HRS,7,2.0,NICK’S & CO BUILDERS,SR,1966004.63,Roads & seawalls,08 August 2025.,https://www.ntb.sc/media/tender-files/CONST._PAVEMENT__DRAIN_ANSE_BOILEAU_HEALTH_CENTRE_copy_1.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-pavement-and-drain-at-anse-boileau-health-centre-phase-1
Construction Of Pavement And Drain At Anse Boileau Health Centre (Phase 1),SEYCHELLES LAND TRANSPORT AGENCY,CONSTRUCTION OF PAVEMENT AND DRAIN AT ANSE BOILEAU HEALTH CENTRE (PHASE 1),05TH AUGUST 2025 AT: 10:00 HRS,7,3.0,FORTRESS ENTERPRISE PTY LTD,SR,1176139.27,Roads & seawalls,08 August 2025.,https://www.ntb.sc/media/tender-files/CONST._PAVEMENT__DRAIN_ANSE_BOILEAU_HEALTH_CENTRE_copy_1.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-pavement-and-drain-at-anse-boileau-health-centre-phase-1
Construction Of Pavement And Drain At Anse Boileau Health Centre (Phase 1),SEYCHELLES LAND TRANSPORT AGENCY,CONSTRUCTION OF PAVEMENT AND DRAIN AT ANSE BOILEAU HEALTH CENTRE (PHASE 1),05TH AUGUST 2025 AT: 10:00 HRS,7,4.0,RAFA BUILDERS,SR,1780678.4,Roads & seawalls,08 August 2025.,https://www.ntb.sc/media/tender-files/CONST._PAVEMENT__DRAIN_ANSE_BOILEAU_HEALTH_CENTRE_copy_1.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-pavement-and-drain-at-anse-boileau-health-centre-phase-1
Construction Of Pavement And Drain At Anse Boileau Health Centre (Phase 1),SEYCHELLES LAND TRANSPORT AGENCY,CONSTRUCTION OF PAVEMENT AND DRAIN AT ANSE BOILEAU HEALTH CENTRE (PHASE 1),05TH AUGUST 2025 AT: 10:00 HRS,7,6.0,FABS.CO CONSTRUCTION,SR,1270230.69,Roads & seawalls,08 August 2025.,https://www.ntb.sc/media/tender-files/CONST._PAVEMENT__DRAIN_ANSE_BOILEAU_HEALTH_CENTRE_copy_1.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-pavement-and-drain-at-anse-boileau-health-centre-phase-1
Construction Of Pavement And Drain At Anse Boileau Health Centre (Phase 1),SEYCHELLES LAND TRANSPORT AGENCY,CONSTRUCTION OF PAVEMENT AND DRAIN AT ANSE BOILEAU HEALTH CENTRE (PHASE 1),05TH AUGUST 2025 AT: 10:00 HRS,7,7.0,BASIL CONSTRUCTION,SR,1194854.03,Roads & seawalls,08 August 2025.,https://www.ntb.sc/media/tender-files/CONST._PAVEMENT__DRAIN_ANSE_BOILEAU_HEALTH_CENTRE_copy_1.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/construction-of-pavement-and-drain-at-anse-boileau-health-centre-phase-1
"Drainage Construction At Anse Aux Pins Lower, Bodamier Road Community Centre",SEYCHELLES LAND TRANSPORT AGENCY,"DRAINAGE CONSTRUCTION AT ANSE AUX PINS LOWER, BODAMIER ROAD COMMUNITY CENTRE",05TH AUGUST 2025 AT: 10:00 HRS,5,1.0,FAITH MD AGENCY,SR,252979.0,Roads & seawalls,08 August 2025.,https://www.ntb.sc/media/tender-files/CONST._ANSE_AUX_PINS_LOWER_BODAMIER_ROAD.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/drainage-construction-at-anse-aux-pins-lower-bodamier-road-community-centre
"Drainage Construction At Anse Aux Pins Lower, Bodamier Road Community Centre",SEYCHELLES LAND TRANSPORT AGENCY,"DRAINAGE CONSTRUCTION AT ANSE AUX PINS LOWER, BODAMIER ROAD COMMUNITY CENTRE",05TH AUGUST 2025 AT: 10:00 HRS,5,2.0,EPHREME CONFIANCE,SR,444053.5,Roads & seawalls,08 August 2025.,https://www.ntb.sc/media/tender-files/CONST._ANSE_AUX_PINS_LOWER_BODAMIER_ROAD.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/drainage-construction-at-anse-aux-pins-lower-bodamier-road-community-centre
"Drainage Construction At Anse Aux Pins Lower, Bodamier Road Community Centre",SEYCHELLES LAND TRANSPORT AGENCY,"DRAINAGE CONSTRUCTION AT ANSE AUX PINS LOWER, BODAMIER ROAD COMMUNITY CENTRE",05TH AUGUST 2025 AT: 10:00 HRS,5,3.0,DANTEZ CONSTRUCTION,SR,352766.0,Roads & seawalls,08 August 2025.,https://www.ntb.sc/media/tender-files/CONST._ANSE_AUX_PINS_LOWER_BODAMIER_ROAD.pdf,https://www.ntb.sc/tenders/minutes-of-tenders/drainage-construction-at-anse-aux-pins-lower-bodamier-road-community-centre
